GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
13850	Carmel Valley Village, CA Urban Cluster	C	7520612	115866	2.904	0.045	36.501159	-121.732149                                                                                                        
13861	Carmi, IL Urban Cluster	C	6424871	14612	2.481	0.006	38.08674	-88.171043                                                                                                                           
13915	Caro, MI Urban Cluster	C	9191464	2184	3.549	0.001	43.493157	-83.394155                                                                                                                            
13969	Carrizo Springs, TX Urban Cluster	C	10098251	41587	3.899	0.016	28.524135	-99.850979                                                                                                               
13996	Carroll, IA Urban Cluster	C	11948806	0	4.613	0.	42.070753	-94.863861                                                                                                                              
14023	Carrollton, GA Urban Cluster	C	116703729	2704855	45.06	1.044	33.591408	-85.043669                                                                                                                 
14050	Carrollton, KY Urban Cluster	C	9374957	207368	3.62	0.08	38.686228	-85.143056                                                                                                                      
14077	Carrollton, MO Urban Cluster	C	5620499	0	2.17	0.	39.363063	-93.493303                                                                                                                             
14104	Carrollton, OH Urban Cluster	C	6184406	0	2.388	0.	40.579076	-81.090358                                                                                                                            
14158	Carson City, NV Urbanized Area	U	59791662	156253	23.086	0.06	39.155541	-119.753121                                                                                                                
14185	Cartersville, GA Urbanized Area	U	130977207	294803	50.571	0.114	34.19247	-84.828245                                                                                                               
14212	Carthage, IL Urban Cluster	C	4209478	0	1.625	0.	40.414535	-91.135011                                                                                                                              
14239	Carthage, MS Urban Cluster	C	10752003	4487	4.151	0.002	32.745504	-89.536353                                                                                                                       
14266	Carthage, MO Urban Cluster	C	23525158	0	9.083	0.	37.166664	-94.323928                                                                                                                             
14320	Carthage, TN Urban Cluster	C	7483972	323755	2.89	0.125	36.24691	-85.95042                                                                                                                         
14347	Carthage, TX Urban Cluster	C	18006398	0	6.952	0.	32.157973	-94.342947                                                                                                                             
14374	Caruthersville, MO Urban Cluster	C	7391322	267	2.854	0.	36.185441	-89.665252                                                                                                                      
14401	Casa Grande, AZ Urbanized Area	U	57680586	0	22.271	0.	32.908117	-111.739561                                                                                                                       
14428	Casey, IL Urban Cluster	C	4436654	0	1.713	0.	39.30153	-87.987466                                                                                                                                  
14455	Cashmere, WA Urban Cluster	C	7336147	58963	2.833	0.023	47.519235	-120.49375                                                                                                                       
14482	Casper, WY Urbanized Area	U	78624284	469706	30.357	0.181	42.788611	-106.360352                                                                                                                    
14536	Cassville, MO Urban Cluster	C	10734269	11257	4.145	0.004	36.688323	-93.870102                                                                                                                     
14556	Castle Dale, UT Urban Cluster	C	6869869	0	2.652	0.	39.22176	-111.033667                                                                                                                           
14570	Castle Rock, WA Urban Cluster	C	6165382	103700	2.38	0.04	46.271904	-122.903932                                                                                                                    
14590	Castroville, TX Urban Cluster	C	9879382	57485	3.814	0.022	29.344409	-98.882152                                                                                                                    
14644	Catskill, NY Urban Cluster	C	10381510	114656	4.008	0.044	42.231767	-73.882035                                                                                                                     
14671	Cazenovia, NY Urban Cluster	C	4044094	0	1.561	0.	42.937043	-75.855432                                                                                                                             
14698	Cedar City, UT Urban Cluster	C	43513592	0	16.801	0.	37.673872	-113.049804                                                                                                                         
14705	Cedaredge, CO Urban Cluster	C	8383523	0	3.237	0.	38.858356	-107.953139                                                                                                                            
14752	Cedar Rapids, IA Urbanized Area	U	216184636	1982830	83.469	0.766	41.998597	-91.663308                                                                                                             
14779	Cedar Springs, MI Urban Cluster	C	4930605	170096	1.904	0.066	43.219408	-85.553023                                                                                                                 
14806	Cedartown, GA Urban Cluster	C	22398841	75977	8.648	0.029	34.010658	-85.250283                                                                                                                     
14833	Cedarville, OH Urban Cluster	C	2626331	92910	1.014	0.036	39.748429	-83.812175                                                                                                                     
14860	Celina, OH Urban Cluster	C	11761387	100975	4.541	0.039	40.553648	-84.564783                                                                                                                       
14887	Center, TX Urban Cluster	C	15045465	0	5.809	0.	31.792979	-94.179939                                                                                                                               
14914	Centerville, IA Urban Cluster	C	8679980	0	3.351	0.	40.730647	-92.870887                                                                                                                           
14968	Central City, NE Urban Cluster	C	4366313	0	1.686	0.	41.114711	-98.003415                                                                                                                          
14995	Central City--Greenville, KY Urban Cluster	C	20112621	42647	7.766	0.016	37.243231	-87.165752                                                                                                      
15022	Centralia, IL Urban Cluster	C	30555828	168449	11.798	0.065	38.517291	-89.132952                                                                                                                   
15049	Centralia, MO Urban Cluster	C	4744492	0	1.832	0.	39.208909	-92.135475                                                                                                                             
15076	Centralia, WA Urban Cluster	C	81782632	744626	31.576	0.288	46.729136	-122.982797                                                                                                                  
15083	Centre, AL Urban Cluster	C	26421352	6177663	10.201	2.385	34.179499	-85.656496                                                                                                                     
15090	Centreville, MD Urban Cluster	C	6247950	0	2.412	0.	39.04257	-76.064135                                                                                                                            
15103	Century, FL--AL Urban Cluster	C	7415345	110907	2.863	0.043	30.958437	-87.281351                                                                                                                   
15130	Chadron, NE Urban Cluster	C	4940027	0	1.907	0.	42.828507	-103.004283                                                                                                                              
15157	Chaffee, MO Urban Cluster	C	3380744	4167	1.305	0.002	37.18118	-89.657848                                                                                                                          
15184	Chambersburg, PA Urbanized Area	U	96779465	46082	37.367	0.018	39.93509	-77.645272                                                                                                                 
15211	Champaign, IL Urbanized Area	U	120761222	868479	46.626	0.335	40.098548	-88.24774                                                                                                                  
15238	Chandler, OK Urban Cluster	C	5648124	30542	2.181	0.012	35.702864	-96.878862                                                                                                                       
15265	Chanute, KS Urban Cluster	C	13744868	27516	5.307	0.011	37.676018	-95.459986                                                                                                                       
15292	Chaparral, NM Urban Cluster	C	27764971	0	10.72	0.	32.024651	-106.378853                                                                                                                           
15319	Chardon, OH Urban Cluster	C	23310293	104608	9.	0.04	41.572344	-81.20909                                                                                                                           
15346	Chariton, IA Urban Cluster	C	5963848	0	2.303	0.	41.015351	-93.305626                                                                                                                              
15373	Charles City, IA Urban Cluster	C	10179274	175651	3.93	0.068	43.065283	-92.67785                                                                                                                   
15400	Charleston, IL Urban Cluster	C	18885566	18802	7.292	0.007	39.486341	-88.176077                                                                                                                    
15427	Charleston, MS Urban Cluster	C	4980968	20062	1.923	0.008	34.007653	-90.055166                                                                                                                     
15454	Charleston, MO Urban Cluster	C	9491385	28401	3.665	0.011	36.9073	-89.349156                                                                                                                       
15481	Charleston, WV Urbanized Area	U	254406762	18604683	98.227	7.183	38.380421	-81.690908                                                                                                              
15508	Charleston--North Charleston, SC Urbanized Area	U	759516285	29579740	293.251	11.421	32.902255	-80.015543                                                                                          
15535	Charlestown, IN Urban Cluster	C	9052470	46671	3.495	0.018	38.445711	-85.673162                                                                                                                    
15562	Charlestown, NH Urban Cluster	C	6482495	0	2.503	0.	43.250913	-72.417035                                                                                                                           
15589	Charlestown, RI Urban Cluster	C	10854122	113914	4.191	0.044	41.384597	-71.621423                                                                                                                  
15600	Charles Town--Ranson, WV Urban Cluster	C	48116801	69594	18.578	0.027	39.297579	-77.857921                                                                                                         
15616	Charlevoix, MI Urban Cluster	C	11729715	12707	4.529	0.005	45.30966	-85.251064                                                                                                                     
15643	Charlotte, MI Urban Cluster	C	23102533	522758	8.92	0.202	42.568394	-84.835291                                                                                                                     
15670	Charlotte, NC--SC Urbanized Area	U	1919513590	92451546	741.128	35.696	35.249654	-80.815826                                                                                                        
15697	Charlotte Amalie--Tutu, VI Urban Cluster	C	62963744	353481	24.31	0.136	18.343433	-64.922061                                                                                                       
15724	Charlottesville, VA Urbanized Area	U	89598572	821728	34.594	0.317	38.057542	-78.483837                                                                                                            
15751	Chase City, VA Urban Cluster	C	4974292	0	1.921	0.	36.801925	-78.462877                                                                                                                            
15769	Chatfield, MN Urban Cluster	C	4039189	0	1.56	0.	43.84766	-92.185121                                                                                                                               
15805	Chattahoochee, FL Urban Cluster	C	6642848	57364	2.565	0.022	30.699064	-84.846679                                                                                                                  
15832	Chattanooga, TN--GA Urbanized Area	U	777213761	19993927	300.084	7.72	35.058501	-85.210372                                                                                                         
15859	Cheboygan, MI Urban Cluster	C	9030580	192463	3.487	0.074	45.639156	-84.476843                                                                                                                     
15886	Checotah, OK Urban Cluster	C	3259479	0	1.258	0.	35.470179	-95.527683                                                                                                                              
15913	Chelan, WA Urban Cluster	C	12714224	217519	4.909	0.084	47.83021	-119.973453                                                                                                                       
15940	Chelsea, MI Urban Cluster	C	10922879	133352	4.217	0.051	42.311438	-84.017371                                                                                                                      
15967	Cheney, WA Urban Cluster	C	7999708	0	3.089	0.	47.49057	-117.583339                                                                                                                                
15994	Cheraw, SC Urban Cluster	C	16276970	110578	6.285	0.043	34.692689	-79.914                                                                                                                          
16021	Cherokee, IA Urban Cluster	C	4743744	0	1.832	0.	42.754457	-95.551834                                                                                                                              
16048	Cherokee Village, AR Urban Cluster	C	17458058	1447846	6.741	0.559	36.305457	-91.531423                                                                                                            
16075	Cherryville, NC Urban Cluster	C	15125613	31598	5.84	0.012	35.382722	-81.381857                                                                                                                    
16102	Chesapeake Beach, MD Urban Cluster	C	65850218	413628	25.425	0.16	38.614798	-76.512318                                                                                                             
16140	Chesnee, SC Urban Cluster	C	10751869	27531	4.151	0.011	35.141589	-81.859807                                                                                                                       
16156	Chester, IL Urban Cluster	C	12865434	31757	4.967	0.012	37.917056	-89.824157                                                                                                                       
16171	Chester, NY Urban Cluster	C	9360430	3420	3.614	0.001	41.362707	-74.278079                                                                                                                         
16183	Chester, SC Urban Cluster	C	17924521	12333	6.921	0.005	34.707497	-81.213333                                                                                                                       
16210	Chestertown, MD Urban Cluster	C	10204725	724939	3.94	0.28	39.214499	-76.063775                                                                                                                    
16223	Chetek, WI Urban Cluster	C	7337659	466339	2.833	0.18	45.329363	-91.624162                                                                                                                         
16237	Cheyenne, WY Urbanized Area	U	91039492	282335	35.151	0.109	41.14109	-104.806118                                                                                                                   
16264	Chicago, IL--IN Urbanized Area	U	6323669758	108231506	2441.583	41.788	41.827126	-87.895427                                                                                                        
16291	Chickasha, OK Urban Cluster	C	25938675	96542	10.015	0.037	35.032213	-97.952197                                                                                                                    
16318	Chico, CA Urbanized Area	U	89090331	137474	34.398	0.053	39.750248	-121.843748                                                                                                                     
16372	Childress, TX Urban Cluster	C	7010846	0	2.707	0.	34.427361	-100.213205                                                                                                                            
16426	Chillicothe, MO Urban Cluster	C	19545797	25837	7.547	0.01	39.796065	-93.551176                                                                                                                    
16453	Chillicothe, OH Urban Cluster	C	44684568	377635	17.253	0.146	39.345962	-83.005219                                                                                                                 
16480	Chilton, WI Urban Cluster	C	4781886	26545	1.846	0.01	44.029033	-88.156324                                                                                                                         
16534	Chinle, AZ Urban Cluster	C	8828352	35915	3.409	0.014	36.154052	-109.582768                                                                                                                        
16561	Chino Valley, AZ Urban Cluster	C	32226904	0	12.443	0.	34.763813	-112.467911                                                                                                                       
16588	Chipley, FL Urban Cluster	C	9706693	0	3.748	0.	30.777037	-85.539973                                                                                                                               
16615	Chisholm, MN Urban Cluster	C	4117829	69307	1.59	0.027	47.487825	-92.88315                                                                                                                         
16642	Chittenango, NY Urban Cluster	C	5551109	4283	2.143	0.002	43.048383	-75.878237                                                                                                                     
16696	Chowchilla, CA Urban Cluster	C	11818107	0	4.563	0.	37.11481	-120.24802                                                                                                                            
16750	Christiansted, VI Urban Cluster	C	91296820	65140	35.25	0.025	17.725245	-64.780792                                                                                                                 
16777	Christopher, IL Urban Cluster	C	7418800	20718	2.864	0.008	37.976686	-89.061257                                                                                                                    
16831	Church Point, LA Urban Cluster	C	6905877	0	2.666	0.	30.404173	-92.216171                                                                                                                          
16858	Churchville, NY Urban Cluster	C	4937021	11825	1.906	0.005	43.096277	-77.911449                                                                                                                    
16885	Cincinnati, OH--KY--IN Urbanized Area	U	2040413701	24386251	787.808	9.416	39.185505	-84.462043                                                                                                    
16912	Circleville, OH Urban Cluster	C	19017375	315315	7.343	0.122	39.605129	-82.937356                                                                                                                  
16939	Cisco, TX Urban Cluster	C	6357307	0	2.455	0.	32.384114	-98.982366                                                                                                                                 
17047	Clanton, AL Urban Cluster	C	17303824	47199	6.681	0.018	32.859117	-86.651536                                                                                                                       
17074	Clare, MI Urban Cluster	C	15980486	857043	6.17	0.331	43.85023	-84.855992                                                                                                                          
17101	Claremont, NH Urban Cluster	C	13588848	38460	5.247	0.015	43.374025	-72.354033                                                                                                                     
17128	Claremore, OK Urban Cluster	C	53912527	65492	20.816	0.025	36.295445	-95.635401                                                                                                                    
17155	Clarinda, IA Urban Cluster	C	6158814	0	2.378	0.	40.739111	-95.038714                                                                                                                              
17182	Clarion, IA Urban Cluster	C	3744029	0	1.446	0.	42.728561	-93.729411                                                                                                                               
17209	Clarion, PA Urban Cluster	C	17249734	263666	6.66	0.102	41.212332	-79.382285                                                                                                                       
17236	Clarksburg, WV Urban Cluster	C	99730514	264546	38.506	0.102	39.268222	-80.382415                                                                                                                  
17263	Clarksdale, MS Urban Cluster	C	22014569	16607	8.5	0.006	34.196976	-90.57456                                                                                                                       
17290	Clarksville, AR Urban Cluster	C	17468333	137599	6.745	0.053	35.47186	-93.474714                                                                                                                   
17317	Clarksville, TN--KY Urbanized Area	U	283429031	486936	109.433	0.188	36.576674	-87.345509                                                                                                          
17344	Clarksville, TX Urban Cluster	C	7297029	0	2.817	0.	33.611558	-95.055925                                                                                                                           
17371	Claxton, GA Urban Cluster	C	8202807	79703	3.167	0.031	32.160363	-81.917008                                                                                                                        
17398	Clay Center, KS Urban Cluster	C	5593996	0	2.16	0.	39.37996	-97.124039                                                                                                                             
17420	Clayton, GA Urban Cluster	C	10113171	7555	3.905	0.003	34.888409	-83.396186                                                                                                                        
17452	Clearfield, PA Urban Cluster	C	14572508	446967	5.626	0.173	41.014806	-78.4388                                                                                                                     
17479	Clearlake, CA Urban Cluster	C	18851334	10193	7.279	0.004	38.948609	-122.627477                                                                                                                    
17506	Clear Lake, IA Urban Cluster	C	17482377	44401	6.75	0.017	43.141886	-93.375489                                                                                                                     
17514	Clearlake Riviera, CA Urban Cluster	C	7974635	4029	3.079	0.002	38.958341	-122.743606                                                                                                              
17524	Clearwood, WA Urban Cluster	C	3409084	829947	1.316	0.32	46.823528	-122.473754                                                                                                                     
17533	Cleburne, TX Urban Cluster	C	45184323	255484	17.446	0.099	32.401342	-97.393341                                                                                                                    
17560	Cle Elum, WA Urban Cluster	C	7833394	0	3.024	0.	47.239358	-121.030741                                                                                                                             
17625	Cleveland, GA Urban Cluster	C	12292525	36054	4.746	0.014	34.589682	-83.755352                                                                                                                     
17641	Cleveland, MS Urban Cluster	C	21158525	0	8.169	0.	33.74359	-90.723323                                                                                                                             
17668	Cleveland, OH Urbanized Area	U	2003976246	12080634	773.74	4.664	41.443638	-81.605443                                                                                                              
17695	Cleveland, OK Urban Cluster	C	4020995	0	1.553	0.	36.307052	-96.467305                                                                                                                             
17722	Cleveland, TN Urbanized Area	U	141215791	119774	54.524	0.046	35.175433	-84.851207                                                                                                                 
17749	Cleveland, TX Urban Cluster	C	23174132	0	8.948	0.	30.315224	-95.15521                                                                                                                             
17776	Clewiston, FL Urban Cluster	C	11880672	245373	4.587	0.095	26.748046	-80.93119                                                                                                                     
17803	Clifton, AZ Urban Cluster	C	8702496	85762	3.36	0.033	33.046851	-109.309418                                                                                                                        
17830	Clifton, TX Urban Cluster	C	5624792	81753	2.172	0.032	31.782235	-97.578621                                                                                                                        
17857	Clifton Forge, VA Urban Cluster	C	9982897	124621	3.854	0.048	37.816269	-79.817711                                                                                                                 
17870	Clifton Springs, NY Urban Cluster	C	11235021	0	4.338	0.	42.970171	-77.140137                                                                                                                      
17884	Clinton, IL Urban Cluster	C	11389642	11337	4.398	0.004	40.155826	-88.963843                                                                                                                       
17911	Clinton, IN Urban Cluster	C	10018534	34109	3.868	0.013	39.663151	-87.406451                                                                                                                       
17938	Clinton, IA--IL Urban Cluster	C	42717066	3455087	16.493	1.334	41.841691	-90.203302                                                                                                                
17965	Clinton, MO Urban Cluster	C	14107736	183370	5.447	0.071	38.368899	-93.768559                                                                                                                      
17992	Clinton, NC Urban Cluster	C	20543275	84352	7.932	0.033	35.002355	-78.328741                                                                                                                       
18019	Clinton, OK Urban Cluster	C	9132931	0	3.526	0.	35.510139	-98.976673                                                                                                                               
18046	Clinton, SC Urban Cluster	C	23841521	69151	9.205	0.027	34.45728	-81.872423                                                                                                                        
18100	Clintonville, WI Urban Cluster	C	5854683	502563	2.261	0.194	44.62322	-88.761128                                                                                                                   
18127	Cloquet, MN Urban Cluster	C	24372277	588038	9.41	0.227	46.709546	-92.441269                                                                                                                       
18154	Clover, SC Urban Cluster	C	14293277	29347	5.519	0.011	35.102669	-81.222927                                                                                                                        
18181	Cloverdale, CA Urban Cluster	C	8725311	0	3.369	0.	38.803364	-123.015911                                                                                                                           
18208	Clovis, NM Urban Cluster	C	58333544	239845	22.523	0.093	34.414716	-103.214804                                                                                                                     
18235	Clyde, OH Urban Cluster	C	8597006	133708	3.319	0.052	41.304327	-82.982461                                                                                                                         
18262	Clyde, TX Urban Cluster	C	7357848	0	2.841	0.	32.404032	-99.498761                                                                                                                                 
18289	Coalinga, CA Urban Cluster	C	15310404	79727	5.911	0.031	36.144019	-120.352008                                                                                                                     
18316	Coamo, PR Urban Cluster	C	47907627	42114	18.497	0.016	18.058767	-66.369846                                                                                                                        
18343	Cobleskill, NY Urban Cluster	C	8176970	9387	3.157	0.004	42.682069	-74.498854                                                                                                                      
18370	Cochran, GA Urban Cluster	C	11969465	185988	4.621	0.072	32.390238	-83.346608                                                                                                                      
18383	Coco--Salinas, PR Urban Cluster	C	19784856	43578	7.639	0.017	17.959211	-66.263804                                                                                                                 
18397	Cody, WY Urban Cluster	C	16432362	29888	6.345	0.012	44.522764	-109.050402                                                                                                                         
18424	Coeburn, VA Urban Cluster	C	6605797	44077	2.551	0.017	36.941687	-82.472292                                                                                                                        
18451	Coeur d'Alene, ID Urbanized Area	U	122377442	1676810	47.25	0.647	47.743281	-116.99522                                                                                                             
18478	Coffeyville, KS--OK Urban Cluster	C	17547117	22286	6.775	0.009	37.033824	-95.629703                                                                                                               
18505	Cokato, MN Urban Cluster	C	7697521	619107	2.972	0.239	45.079726	-94.228032                                                                                                                        
18532	Colby, KS Urban Cluster	C	7763957	0	2.998	0.	39.386969	-101.047392                                                                                                                                
18559	Colchester, CT Urban Cluster	C	37915931	731199	14.639	0.282	41.567427	-72.337609                                                                                                                  
18586	Cold Spring, MN Urban Cluster	C	6331472	49550	2.445	0.019	45.457426	-94.429757                                                                                                                    
18613	Cold Spring, NY Urban Cluster	C	7186442	113987	2.775	0.044	41.429493	-73.949901                                                                                                                   
18667	Coldwater, MI Urban Cluster	C	29875913	189918	11.535	0.073	41.946785	-84.986142                                                                                                                   
18680	Coldwater, OH Urban Cluster	C	4874347	4991	1.882	0.002	40.48269	-84.631441                                                                                                                        
18694	Coleman, TX Urban Cluster	C	6475317	0	2.5	0.	31.823846	-99.426302                                                                                                                                 
18712	Colfax, CA Urban Cluster	C	6270177	0	2.421	0.	39.032165	-120.97486                                                                                                                                
18721	Colfax, WA Urban Cluster	C	3376235	7841	1.304	0.003	46.881374	-117.364986                                                                                                                         
18748	College Station--Bryan, TX Urbanized Area	U	184925035	355859	71.4	0.137	30.626675	-96.331052                                                                                                      
18760	Collinsville, OK Urban Cluster	C	7294668	14217	2.816	0.005	36.363989	-95.837239                                                                                                                   
18775	Colonial Beach, VA Urban Cluster	C	4588664	16206	1.772	0.006	38.256935	-76.97469                                                                                                                  
18802	Colorado City, AZ--UT Urban Cluster	C	13875286	20502	5.357	0.008	36.984137	-112.972901                                                                                                            
18829	Colorado City, TX Urban Cluster	C	6843015	0	2.642	0.	32.396474	-100.869376                                                                                                                        
18856	Colorado Springs, CO Urbanized Area	U	487051909	974035	188.052	0.376	38.872952	-104.77064                                                                                                         
18883	Columbia, KY Urban Cluster	C	8744050	60604	3.376	0.023	37.101848	-85.302898                                                                                                                       
18910	Columbia, MS Urban Cluster	C	16989082	65446	6.56	0.025	31.254121	-89.82252                                                                                                                        
18937	Columbia, MO Urbanized Area	U	160396297	517738	61.929	0.2	38.955624	-92.327874                                                                                                                    
18964	Columbia, SC Urbanized Area	U	984417620	15566709	380.086	6.01	34.036236	-81.077207                                                                                                                
18991	Columbia, TN Urban Cluster	C	64296283	0	24.825	0.	35.615729	-87.062901                                                                                                                            
19018	Columbia City, IN Urban Cluster	C	15746013	62318	6.08	0.024	41.15874	-85.481432                                                                                                                   
19045	Columbia Falls, MT Urban Cluster	C	11744171	2697	4.534	0.001	48.372812	-114.194299                                                                                                                
19060	Columbiana, AL Urban Cluster	C	6969348	25016	2.691	0.01	33.169471	-86.608767                                                                                                                      
19072	Columbiana, OH Urban Cluster	C	15528329	178381	5.996	0.069	40.841787	-80.632095                                                                                                                   
19099	Columbus, GA--AL Urbanized Area	U	381256408	3025416	147.204	1.168	32.484694	-84.981031                                                                                                            
19126	Columbus, IN Urbanized Area	U	70654375	741668	27.28	0.286	39.231561	-85.920718                                                                                                                    
19153	Columbus, KS Urban Cluster	C	5224195	0	2.017	0.	37.170039	-94.843983                                                                                                                              
19180	Columbus, MS Urban Cluster	C	65997347	689391	25.482	0.266	33.501897	-88.391502                                                                                                                    
19207	Columbus, NE Urban Cluster	C	20780715	453676	8.023	0.175	41.436548	-97.354859                                                                                                                     
19234	Columbus, OH Urbanized Area	U	1322301092	19069651	510.543	7.363	40.021161	-82.968532                                                                                                              
19261	Columbus, TX Urban Cluster	C	7337307	26667	2.833	0.01	29.702778	-96.557057                                                                                                                        
19288	Columbus, WI Urban Cluster	C	9902686	117188	3.823	0.045	43.336063	-89.01832                                                                                                                       
19315	Columbus AFB, MS Urban Cluster	C	9599172	44916	3.706	0.017	33.634273	-88.446563                                                                                                                   
19342	Colusa, CA Urban Cluster	C	5866406	0	2.265	0.	39.208445	-122.012902                                                                                                                               
19369	Colville, WA Urban Cluster	C	11916228	0	4.601	0.	48.542805	-117.895154                                                                                                                            
19396	Comanche, TX Urban Cluster	C	6373414	0	2.461	0.	31.901532	-98.603219                                                                                                                              
19423	Comfort, TX Urban Cluster	C	5227451	2339	2.018	0.001	29.966986	-98.913282                                                                                                                         
19450	Commerce, GA Urban Cluster	C	16452020	44354	6.352	0.017	34.218313	-83.464338                                                                                                                      
19477	Commerce, TX Urban Cluster	C	9289524	57266	3.587	0.022	33.242529	-95.902234                                                                                                                       
19504	Concord, CA Urbanized Area	U	525083557	3620659	202.736	1.398	37.848035	-122.017053                                                                                                                
19531	Concord, NH Urban Cluster	C	88294115	4735300	34.091	1.828	43.226435	-71.575202                                                                                                                    
19558	Concord, NC Urbanized Area	U	467100260	1293759	180.348	0.5	35.489602	-80.580668                                                                                                                   
19585	Concordia, KS Urban Cluster	C	6464012	0	2.496	0.	39.567915	-97.654878                                                                                                                             
19597	Conesus Lake, NY Urban Cluster	C	10305092	6314104	3.979	2.438	42.825455	-77.6461                                                                                                                  
19612	Conneaut, OH Urban Cluster	C	39237783	67381	15.15	0.026	41.934646	-80.610194                                                                                                                      
19666	Connell, WA Urban Cluster	C	6919208	0	2.672	0.	46.67914	-118.852174                                                                                                                               
19693	Connersville, IN Urban Cluster	C	22708283	0	8.768	0.	39.650027	-85.144222                                                                                                                         
19720	Conrad, MT Urban Cluster	C	3242027	0	1.252	0.	48.172815	-111.946746                                                                                                                               
19755	Conroe--The Woodlands, TX Urbanized Area	U	345273911	2575878	133.311	0.995	30.169839	-95.577286                                                                                                   
19774	Constantine, MI Urban Cluster	C	8397361	219381	3.242	0.085	41.840955	-85.667361                                                                                                                   
19801	Conway, AR Urbanized Area	U	103015066	2465625	39.774	0.952	35.067649	-92.437239                                                                                                                   
19828	Cookeville, TN Urban Cluster	C	115248011	246302	44.498	0.095	36.161823	-85.515552                                                                                                                 
19882	Coolidge, AZ Urban Cluster	C	10906199	3497	4.211	0.001	32.977829	-111.53151                                                                                                                       
19909	Coopersville, MI Urban Cluster	C	5069452	805	1.957	0.	43.065181	-85.93626                                                                                                                         
19936	Coos Bay, OR Urban Cluster	C	42682839	4903475	16.48	1.893	43.379458	-124.2437                                                                                                                     
19990	Coquille, OR Urban Cluster	C	9259256	84415	3.575	0.033	43.17851	-124.181586                                                                                                                       
20044	Corcoran, CA Urban Cluster	C	16968969	0	6.552	0.	36.085268	-119.563195                                                                                                                            
20071	Cordele, GA Urban Cluster	C	19477523	51235	7.52	0.02	31.965331	-83.775635                                                                                                                         
