CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
	38420	Platteville, WI Micro Area	2	2970368436	94555361	    1146.866	      36.508	 42.870028	 -90.694229                                                                                                
	37420	Pampa, TX Micro Area	2	2398261671	8700791	     925.974	       3.359	 35.402542	-100.812374                                                                                                       
	43420	Sierra Vista-Douglas, AZ Metro Area	1	15968982233	137024922	    6165.659	      52.906	 31.840129	-109.775163                                                                                     
	42420	Scottsbluff, NE Micro Area	2	9200241400	17707405	    3552.233	       6.837	 42.163326	-103.734473                                                                                                
	49420	Yakima, WA Metro Area	1	11125450097	41102141	    4295.560	      15.870	 46.456558	-120.740145                                                                                                    
	35440	Newport, OR Micro Area	2	2537576621	554316199	     979.764	     214.023	 44.641061	-123.911212                                                                                                   
	10460	Alamogordo, NM Micro Area	2	17128142410	37012231	    6613.213	      14.291	 32.588776	-105.781079                                                                                                
	15460	Burlington, IA-IL Micro Area	2	2058988476	77674750	     794.980	      29.990	 40.879700	 -91.048762                                                                                              
	18460	Cornelia, GA Micro Area	2	716754762	5917259	     276.741	       2.285	 34.634392	 -83.525875                                                                                                     
	24460	Great Bend, KS Micro Area	2	2319076868	13555398	     895.401	       5.234	 38.481239	 -98.767837                                                                                                 
	23460	Gadsden, AL Metro Area	1	1386379576	34562865	     535.284	      13.345	 34.047641	 -86.034263                                                                                                    
	25460	Harrison, AR Micro Area	2	3655085427	36153684	    1411.236	      13.959	 36.087809	 -93.162053                                                                                                   
	27460	Jamestown-Dunkirk-Fredonia, NY Micro Area	2	2745973929	1139483687	    1060.227	     439.957	 42.304216	 -79.407595                                                                               
	29460	Lakeland-Winter Haven, FL Metro Area	1	4653250695	553800050	    1796.630	     213.823	 27.953115	 -81.692783                                                                                     
	38460	Plattsburgh, NY Micro Area	2	2688025812	206355551	    1037.853	      79.674	 44.752712	 -73.705643                                                                                               
	37460	Panama City, FL Metro Area	1	3398182520	1205718482	    1312.046	     465.531	 30.101095	 -85.474971                                                                                              
	40460	Rockingham, NC Micro Area	2	1227298020	15684085	     473.862	       6.056	 35.004636	 -79.755695                                                                                                 
	41460	Salina, KS Micro Area	2	3732070899	4371297	    1440.961	       1.688	 38.964570	 -97.663387                                                                                                      
	45460	Terre Haute, IN Metro Area	1	3794391201	51269526	    1465.023	      19.795	 39.392389	 -87.347096                                                                                                
	48460	West Plains, MO Micro Area	2	2401562305	2913502	     927.248	       1.125	 36.774369	 -91.887368                                                                                                 
	47460	Walla Walla, WA Metro Area	1	5539408751	87394628	    2138.778	      33.743	 46.263537	-118.255883                                                                                                
	49460	Yankton, SD Micro Area	2	1349811536	28629259	     521.165	      11.054	 43.006607	 -97.388339                                                                                                    
	10500	Albany, GA Metro Area	1	5005402344	65696221	    1932.597	      25.365	 31.589303	 -84.174913                                                                                                     
	11500	Anniston-Oxford-Jacksonville, AL Metro Area	1	1569245411	16568577	     605.889	       6.397	 33.771706	 -85.822513                                                                               
	13500	Bennettsville, SC Micro Area	2	1242378725	14475689	     479.685	       5.589	 34.601805	 -79.677942                                                                                              
	17500	Clewiston, FL Micro Area	2	2986009287	96120136	    1152.905	      37.112	 26.539967	 -81.152114                                                                                                  
	19500	Decatur, IL Metro Area	1	1503973502	13409564	     580.687	       5.177	 39.860237	 -88.961529                                                                                                    
	22500	Florence, SC Metro Area	1	3525257657	24399017	    1361.110	       9.421	 34.153775	 -79.806079                                                                                                   
	24500	Great Falls, MT Metro Area	1	6988361955	34331733	    2698.222	      13.256	 47.316443	-111.350571                                                                                                
	26500	Huntingdon, PA Micro Area	2	2265337402	37851955	     874.652	      14.615	 40.422311	 -77.968595                                                                                                 
	28500	Kerrville, TX Micro Area	2	2857583413	10247343	    1103.319	       3.957	 30.059953	 -99.353339                                                                                                  
	29500	Lamesa, TX Micro Area	2	2331781557	4720730	     900.306	       1.823	 32.741934	-101.947322                                                                                                      
	34500	Mount Vernon, IL Micro Area	2	1479284991	32709408	     571.155	      12.629	 38.300780	 -88.924210                                                                                               
	33500	Minot, ND Micro Area	2	12339227195	248796580	    4764.202	      96.061	 48.320242	-101.198010                                                                                                    
	44500	Stephenville, TX Micro Area	2	2805141640	17445013	    1083.071	       6.736	 32.238136	 -98.222377                                                                                               
	43500	Silver City, NM Micro Area	2	10260552064	15353565	    3961.621	       5.928	 32.732087	-108.381504                                                                                               
	41500	Salinas, CA Metro Area	1	8496731189	1270747397	    3280.606	     490.638	 36.240107	-121.315572                                                                                                  
	45500	Texarkana, TX-AR Metro Area	1	5290957332	213758225	    2042.850	      82.533	 33.478370	 -94.207169                                                                                              
	22520	Florence-Muscle Shoals, AL Metro Area	1	3264212409	214450972	    1260.320	      82.800	 34.799254	 -87.719388                                                                                    
	45520	The Dalles, OR Micro Area	2	6168179681	35948263	    2381.548	      13.880	 45.164536	-121.165069                                                                                                 
	46520	Urban Honolulu, HI Metro Area	1	1555505156	4054940027	     600.584	    1565.621	 21.461365	-158.201974                                                                                           
	15540	Burlington-South Burlington, VT Metro Area	1	3243268574	657471312	    1252.233	     253.851	 44.689117	 -73.041171                                                                               
	13540	Bennington, VT Micro Area	2	1748198169	6926826	     674.983	       2.674	 43.035325	 -73.111460                                                                                                  
	12540	Bakersfield, CA Metro Area	1	21061723516	79488735	    8131.977	      30.691	 35.346629	-118.729506                                                                                               
	20540	Dyersburg, TN Micro Area	2	1326922856	36778051	     512.328	      14.200	 36.054196	 -89.398306                                                                                                  
	21540	Escanaba, MI Micro Area	2	3033127424	2124385259	    1171.097	     820.230	 45.805229	 -86.901938                                                                                                 
	22540	Fond du Lac, WI Metro Area	1	1863635376	119885405	     719.554	      46.288	 43.754722	 -88.493284                                                                                               
	27540	Jasper, IN Micro Area	2	1972301902	38637392	     761.510	      14.918	 38.384156	 -87.035953                                                                                                     
	28540	Ketchikan, AK Micro Area	2	12583284815	4649397284	    4858.434	    1795.142	 55.449938	-131.106685                                                                                               
	29540	Lancaster, PA Metro Area	1	2444495031	103535036	     943.825	      39.975	 40.041992	 -76.250198                                                                                                 
	33540	Missoula, MT Metro Area	1	6715988454	64467912	    2593.058	      24.891	 47.027263	-113.892681                                                                                                   
	32540	McAlester, OK Micro Area	2	3381152482	187399167	    1305.470	      72.355	 34.925540	 -95.748130                                                                                                 
	37540	Paris, TN Micro Area	2	1455159581	81742881	     561.840	      31.561	 36.325295	 -88.300288                                                                                                      
	38540	Pocatello, ID Metro Area	1	2880037048	91799953	    1111.989	      35.444	 42.692921	-112.228982                                                                                                  
	40540	Rock Springs, WY Micro Area	2	27005056306	166887297	   10426.711	      64.436	 41.660328	-108.875677                                                                                             
	44540	Sterling, CO Micro Area	2	4761983526	16363553	    1838.612	       6.318	 40.728091	-103.090464                                                                                                   
	41540	Salisbury, MD-DE Metro Area	1	5435122260	2080604052	    2098.513	     803.326	 38.399521	 -75.478262                                                                                             
	42540	Scranton--Wilkes-Barre--Hazleton, PA Metro Area	1	4523197900	77170603	    1746.417	      29.796	 41.322881	 -75.898188                                                                           
	46540	Utica-Rome, NY Metro Area	1	6795981620	237487618	    2623.943	      91.694	 43.332289	 -75.173169                                                                                                
	48540	Wheeling, WV-OH Metro Area	1	2443371418	49371807	     943.391	      19.063	 39.975509	 -80.847011                                                                                                
	15580	Butte-Silver Bow, MT Micro Area	2	1859598425	1522160	     717.995	       0.588	 45.895959	-112.660222                                                                                            
	14580	Bozeman, MT Micro Area	2	6746197554	75237084	    2604.722	      29.049	 45.518054	-111.163921                                                                                                    
	16580	Champaign-Urbana, IL Metro Area	1	4975458579	7928464	    1921.035	       3.061	 40.234489	 -88.298623                                                                                            
	19580	Defiance, OH Micro Area	2	1065649896	7073999	     411.450	       2.731	 41.321679	 -84.486433                                                                                                    
	20580	Eagle Pass, TX Micro Area	2	3313824009	31864676	    1279.475	      12.303	 28.729787	-100.316678                                                                                                 
	22580	Forest City, NC Micro Area	2	1460866914	4676879	     564.044	       1.806	 35.402747	 -81.919582                                                                                                 
	25580	Hastings, NE Micro Area	2	1458869089	2481410	     563.273	       0.958	 40.520632	 -98.500044                                                                                                    
	27580	Jayuya, PR Micro Area	2	115340552	3091	      44.533	       0.001	 18.211152	 -66.586870                                                                                                          
	28580	Key West, FL Micro Area	2	2546040739	7133347242	     983.032	    2754.201	 25.615457	 -81.189971                                                                                                 
	30580	Liberal, KS Micro Area	2	1655865960	2777350	     639.333	       1.072	 37.180623	-100.854932                                                                                                     
	33580	Mitchell, SD Micro Area	2	2253330418	5924177	     870.016	       2.287	 43.675038	 -97.966937                                                                                                    
	31580	Madisonville, KY Micro Area	2	1403763235	32165560	     541.996	      12.419	 37.311070	 -87.542196                                                                                               
	36580	Oneonta, NY Micro Area	2	2594415308	36387176	    1001.709	      14.049	 42.629776	 -75.028841                                                                                                    
	37580	Paris, TX Micro Area	2	2349622228	67103153	     907.194	      25.909	 33.667263	 -95.570348                                                                                                      
	38580	Point Pleasant, WV-OH Micro Area	2	2323941473	48259518	     897.279	      18.633	 38.798391	 -82.180559                                                                                          
	11620	Ardmore, OK Micro Area	2	2129427858	30013356	     822.177	      11.588	 34.251848	 -97.287927                                                                                                    
	12620	Bangor, ME Metro Area	1	8799074164	413603851	    3397.342	     159.693	 45.409279	 -68.666598                                                                                                    
	13620	Berlin, NH-VT Micro Area	2	6366924190	121059528	    2458.283	      46.741	 44.698690	 -71.421936                                                                                                 
	14620	Bradford, PA Micro Area	2	2536106035	13010718	     979.196	       5.023	 41.814590	 -78.572463                                                                                                   
	15620	Cadillac, MI Micro Area	2	2925987056	50674247	    1129.730	      19.565	 44.328738	 -85.326429                                                                                                   
	19620	Del Rio, TX Micro Area	2	8144863832	227711349	    3144.750	      87.920	 29.875285	-101.143324                                                                                                   
	24620	Greeneville, TN Micro Area	2	1611346226	5099735	     622.144	       1.969	 36.179514	 -82.847485                                                                                                 
	25620	Hattiesburg, MS Metro Area	1	4170796492	27232713	    1610.354	      10.515	 31.188441	 -89.232741                                                                                                
	27620	Jefferson City, MO Metro Area	1	5821488631	80070671	    2247.689	      30.915	 38.637121	 -92.089227                                                                                             
	32620	McComb, MS Micro Area	2	2950301336	8218928	    1139.118	       3.173	 31.178130	 -90.655530                                                                                                      
	31620	Magnolia, AR Micro Area	2	1984105628	1774699	     766.067	       0.685	 33.223038	 -93.232843                                                                                                    
	38620	Ponca City, OK Micro Area	2	2382084732	65369682	     919.728	      25.239	 36.814885	 -97.143862                                                                                                 
	40620	Rolla, MO Micro Area	2	1739898247	6587832	     671.778	       2.544	 37.866326	 -91.790349                                                                                                       
	43620	Sioux Falls, SD Metro Area	1	6671079051	27077952	    2575.718	      10.455	 43.495420	 -96.995339                                                                                                
	45620	Thomasville, GA Micro Area	2	1410510137	19728196	     544.601	       7.617	 30.864606	 -83.919820                                                                                                
	46620	Uvalde, TX Micro Area	2	4019519389	17321923	    1551.945	       6.688	 29.350308	 -99.768427                                                                                                     
	47620	Warren, PA Micro Area	2	2289914221	37352304	     884.141	      14.422	 41.843669	 -79.313173                                                                                                     
	11660	Arkadelphia, AR Micro Area	2	2243121980	43395986	     866.074	      16.755	 34.053316	 -93.176208                                                                                                
	10660	Albert Lea, MN Micro Area	2	1831347092	39714579	     707.087	      15.334	 43.674202	 -93.350289                                                                                                 
	14660	Brainerd, MN Micro Area	2	7821654964	1426123766	    3019.958	     550.629	 46.776305	 -94.225757                                                                                                 
	16660	Charleston-Mattoon, IL Micro Area	2	2212662304	7163106	     854.314	       2.766	 39.423163	 -88.242212                                                                                          
	21660	Eugene, OR Metro Area	1	11792794737	436681302	    4553.224	     168.604	 43.928329	-122.897690                                                                                                   
	22660	Fort Collins, CO Metro Area	1	6723986975	98048035	    2596.146	      37.857	 40.658093	-105.486764                                                                                               
	23660	Galesburg, IL Micro Area	2	1855506549	8834348	     716.415	       3.411	 40.930941	 -90.213761                                                                                                   
	28660	Killeen-Temple, TX Metro Area	1	7293536095	110014155	    2816.050	      42.477	 31.202730	 -97.789638                                                                                            
	29660	Laramie, WY Micro Area	2	11070466383	89161368	    4274.331	      34.425	 41.665514	-105.721883                                                                                                   
	34660	Murray, KY Micro Area	2	997205947	66492726	     385.023	      25.673	 36.620978	 -88.274086                                                                                                      
	32660	McMinnville, TN Micro Area	2	1120635693	3508325	     432.680	       1.355	 35.678250	 -85.777343                                                                                                 
	31660	Malone, NY Micro Area	2	4219273083	177028893	    1629.071	      68.351	 44.594376	 -74.310670                                                                                                    
	37660	Parsons, KS Micro Area	2	1671305806	20261080	     645.295	       7.823	 37.191468	 -95.297473                                                                                                    
	44660	Stillwater, OK Micro Area	2	1773393744	31771425	     684.711	      12.267	 36.079225	 -96.975255                                                                                                 
	43660	Snyder, TX Micro Area	2	2345090493	5436958	     905.445	       2.099	 32.744353	-100.913346                                                                                                      
	41660	San Angelo, TX Metro Area	1	6665406266	48281360	    2573.528	      18.642	 31.365310	-100.659418                                                                                                 
	46660	Valdosta, GA Metro Area	1	4116441967	102347892	    1589.367	      39.517	 30.827498	 -83.242132                                                                                                  
	48660	Wichita Falls, TX Metro Area	1	6784779872	144176905	    2619.618	      55.667	 33.776144	 -98.501907                                                                                             
	13700	Big Spring, TX Micro Area	2	4664591798	11087079	    1801.009	       4.281	 32.091772	-101.467644                                                                                                 
	16700	Charleston-North Charleston, SC Metro Area	1	6703756813	1488520869	    2588.335	     574.721	 33.005831	 -80.006109                                                                              
	17700	Coffeyville, KS Micro Area	2	1666728644	20601461	     643.528	       7.954	 37.189537	 -95.742403                                                                                                
	19700	Deming, NM Micro Area	2	7679791940	431978	    2965.184	       0.167	 32.184523	-107.747191                                                                                                       
	21700	Eureka-Arcata-Fortuna, CA Micro Area	2	9241007147	1254299668	    3567.973	     484.288	 40.706673	-123.925818                                                                                    
	22700	Fort Dodge, IA Micro Area	2	1853443705	7277624	     715.619	       2.810	 42.433579	 -94.175831                                                                                                  
	23700	Gallup, NM Micro Area	2	14114968741	14130257	    5449.820	       5.456	 35.583878	-108.253266                                                                                                    
	26700	Huron, SD Micro Area	2	3260033444	15817538	    1258.706	       6.107	 44.418265	 -98.279422                                                                                                      
	25700	Hays, KS Micro Area	2	2330762263	1197085	     899.912	       0.462	 38.914596	 -99.317329                                                                                                        
	27700	Jesup, GA Micro Area	2	1662237980	18136147	     641.794	       7.002	 31.547845	 -81.912376                                                                                                      
	29700	Laredo, TX Metro Area	1	8706200257	36536159	    3361.483	      14.107	 27.760799	 -99.340752                                                                                                     
	32700	McPherson, KS Micro Area	2	2326520576	6030190	     898.275	       2.328	 38.395812	 -97.647489                                                                                                   
	40700	Roseburg, OR Micro Area	2	13044358476	252043763	    5036.455	      97.315	 43.286328	-123.154476                                                                                                 
	43700	Somerset, KY Micro Area	2	1705274603	48546597	     658.410	      18.744	 37.108312	 -84.579986                                                                                                   
	41700	San Antonio-New Braunfels, TX Metro Area	1	18939886213	150518692	    7312.731	      58.116	 29.433060	 -98.606973                                                                                
	42700	Sebring, FL Metro Area	1	2632923680	231677932	    1016.578	      89.451	 27.342627	 -81.340921                                                                                                   
	45700	Tifton, GA Micro Area	2	675661214	20499404	     260.874	       7.915	 31.457003	 -83.525931                                                                                                      
	47700	Warsaw, IN Micro Area	2	1376372907	59498372	     531.421	      22.972	 41.244293	 -85.861575                                                                                                     
	14720	Breckenridge, CO Micro Area	2	1575579877	28287709	     608.335	      10.922	 39.621023	-106.137555                                                                                               
	13720	Big Stone Gap, VA Micro Area	2	1919744225	13440081	     741.217	       5.189	 37.025296	 -82.509943                                                                                              
	13740	Billings, MT Metro Area	1	15165554419	78148377	    5855.454	      30.173	 45.775453	-108.727871                                                                                                  
	12740	Barre, VT Micro Area	2	1779419614	21187618	     687.038	       8.181	 44.274988	 -72.609514                                                                                                      
	17740	Coldwater, MI Micro Area	2	1311513993	34440013	     506.378	      13.297	 41.918455	 -85.066885                                                                                                  
	18740	Coshocton, OH Micro Area	2	1460530890	9243185	     563.914	       3.569	 40.296710	 -81.930109                                                                                                   
	21740	Evanston, WY Micro Area	2	5391916735	16345637	    2081.831	       6.311	 41.284726	-110.558947                                                                                                   
	24740	Greenville, MS Micro Area	2	1877069901	94495553	     724.741	      36.485	 33.273174	 -90.944446                                                                                                 
	25740	Helena, MT Micro Area	2	13249027584	107682922	    5115.478	      41.577	 46.811354	-112.284031                                                                                                   
	26740	Hutchinson, KS Micro Area	2	3251332271	43417478	    1255.346	      16.764	 37.948185	 -98.078346                                                                                                 
	35740	Norfolk, NE Micro Area	2	4076485455	18404444	    1573.940	       7.106	 42.043130	 -97.487952                                                                                                    
	38740	Poplar Bluff, MO Micro Area	2	1799185154	11194998	     694.669	       4.322	 36.715180	 -90.403130                                                                                               
	37740	Payson, AZ Micro Area	2	12323041468	97111975	    4757.953	      37.495	 33.789618	-110.811870                                                                                                    
	40740	Roswell, NM Micro Area	2	15708996045	25507630	    6065.278	       9.849	 33.361604	-104.469837                                                                                                   
	42740	Sedalia, MO Micro Area	2	1766949637	10503983	     682.223	       4.056	 38.727367	 -93.285207                                                                                                    
	41740	San Diego-Carlsbad, CA Metro Area	1	10895227071	826282961	    4206.671	     319.030	 33.023604	-116.776117                                                                                       
	44740	Storm Lake, IA Micro Area	2	1488989044	13791664	     574.902	       5.325	 42.741522	 -95.141432                                                                                                 
	45740	Toccoa, GA Micro Area	2	463948062	13121983	     179.131	       5.066	 34.552914	 -83.290216                                                                                                      
	49740	Yuma, AZ Metro Area	1	14281191792	13171316	    5513.999	       5.085	 32.773942	-113.910905                                                                                                      
	25760	Helena-West Helena, AR Micro Area	2	1801659695	82148488	     695.625	      31.718	 34.423687	 -90.855593                                                                                         
	41760	Sandpoint, ID Micro Area	2	4494094339	478953307	    1735.180	     184.925	 48.324629	-116.627430                                                                                                 
	43760	Sonora, CA Micro Area	2	5752116004	138684372	    2220.904	      53.546	 38.021434	-119.964733                                                                                                    
	10780	Alexandria, LA Metro Area	1	5079062315	169057160	    1961.037	      65.273	 31.325334	 -92.546880                                                                                                
	13780	Binghamton, NY Metro Area	1	3171116711	36308390	    1224.375	      14.019	 42.163928	 -76.022943                                                                                                 
	17780	College Station-Bryan, TX Metro Area	1	5439680731	85824949	    2100.273	      33.137	 30.754392	 -96.488537                                                                                      
	15780	Camden, AR Micro Area	2	3525859581	27976575	    1361.342	      10.802	 33.567520	 -92.708221                                                                                                     
	21780	Evansville, IN-KY Metro Area	1	3793444395	125176173	    1464.657	      48.331	 38.020070	 -87.586166                                                                                             
	22780	Fort Leonard Wood, MO Micro Area	2	1416984433	11342832	     547.101	       4.379	 37.824835	 -92.207022                                                                                          
	23780	Garden City, KS Micro Area	2	5626814834	2927999	    2172.525	       1.131	 38.025453	-100.970695                                                                                                 
	37780	Pecos, TX Micro Area	2	6825586561	17396681	    2635.374	       6.717	 31.308366	-103.712706                                                                                                      
	40780	Russellville, AR Micro Area	2	4513173241	96051278	    1742.546	      37.086	 35.199586	 -93.252763                                                                                               
	47780	Washington, IN Micro Area	2	1112370962	19127827	     429.489	       7.385	 38.694546	 -87.072759                                                                                                 
	48780	Williston, ND Micro Area	2	5381129899	182522303	    2077.666	      70.472	 48.355765	-103.501333                                                                                                 
	22800	Fort Madison-Keokuk, IA-IL-MO Micro Area	2	4703265264	127299951	    1815.941	      49.151	 40.478345	 -91.409363                                                                                 
	10820	Alexandria, MN Micro Area	2	1650537353	214266358	     637.276	      82.729	 45.936829	 -95.462156                                                                                                
	11820	Astoria, OR Micro Area	2	2147298715	661241626	     829.077	     255.307	 46.024509	-123.705014                                                                                                   
	17820	Colorado Springs, CO Metro Area	1	6951302281	12053395	    2683.913	       4.654	 38.845465	-104.638563                                                                                           
	15820	Campbellsville, KY Micro Area	2	689791804	27162481	     266.330	      10.487	 37.366184	 -85.327836                                                                                              
	16820	Charlottesville, VA Metro Area	1	5759372808	45545340	    2223.706	      17.585	 37.854590	 -78.578282                                                                                            
	20820	Effingham, IL Micro Area	2	1240027660	3183217	     478.777	       1.229	 39.047945	 -88.592849                                                                                                   
	22820	Fort Morgan, CO Micro Area	2	3316439900	34663099	    1280.485	      13.383	 40.263167	-103.812285                                                                                                
	21820	Fairbanks, AK Metro Area	1	19019023800	275189755	    7343.286	     106.251	 64.692317	-146.601733                                                                                                
	25820	Hereford, TX Micro Area	2	3876866567	3926557	    1496.867	       1.516	 34.940766	-102.607564                                                                                                    
	28820	Kinston, NC Micro Area	2	1037491246	5802376	     400.578	       2.240	 35.240068	 -77.635510                                                                                                     
	31820	Manitowoc, WI Micro Area	2	1526310981	2343326774	     589.312	     904.764	 44.105091	 -87.313756                                                                                                
	35820	North Platte, NE Micro Area	2	10343635304	32514480	    3993.700	      12.554	 41.230647	-100.783320                                                                                              
	36820	Oskaloosa, IA Micro Area	2	1478527868	6564804	     570.863	       2.535	 41.330797	 -92.636366                                                                                                   
	38820	Port Angeles, WA Micro Area	2	4503157983	2413675940	    1738.679	     931.926	 48.110903	-123.889860                                                                                             
	42820	Selma, AL Micro Area	2	2534807220	39134809	     978.695	      15.110	 32.333540	 -87.114356                                                                                                      
	45820	Topeka, KS Metro Area	1	8372470747	148307399	    3232.629	      57.262	 39.041389	 -95.802639                                                                                                    
	48820	Willmar, MN Micro Area	2	2064994134	168490993	     797.299	      65.055	 45.152714	 -95.004981                                                                                                   
	49820	Zapata, TX Micro Area	2	2585876159	154370982	     998.412	      59.603	 26.996981	 -99.182603                                                                                                    
	21840	Fairfield, IA Micro Area	2	1127979900	3523325	     435.515	       1.360	 41.006880	 -91.967137                                                                                                   
	25840	Hermiston-Pendleton, OR Micro Area	2	13589974524	84972099	    5247.119	      32.808	 45.544602	-119.076193                                                                                       
	18860	Crescent City, CA Micro Area	2	2606282680	578761025	    1006.291	     223.461	 41.749903	-123.980998                                                                                             
	19860	Dickinson, ND Micro Area	2	3456990389	14119172	    1334.752	       5.451	 46.817031	-102.662026                                                                                                  
	28860	Kirksville, MO Micro Area	2	2265278394	7684583	     874.629	       2.967	 40.284489	 -92.565124                                                                                                  
	30860	Logan, UT-ID Metro Area	1	4735323632	33319030	    1828.319	      12.865	 41.885346	-111.786039                                                                                                   
	29860	Laurel, MS Micro Area	2	3551003007	15858394	    1371.050	       6.123	 31.825463	 -89.148054                                                                                                     
	33860	Montgomery, AL Metro Area	1	7027037498	189733905	    2713.154	      73.257	 32.365631	 -86.404585                                                                                                
	34860	Nacogdoches, TX Micro Area	2	2451523994	89758782	     946.539	      34.656	 31.620560	 -94.620250                                                                                                
	37860	Pensacola-Ferry Pass-Brent, FL Metro Area	1	4321779039	983764582	    1668.648	     379.834	 30.655401	 -87.161828                                                                                
	40860	Rutland, VT Micro Area	2	2408211831	38758591	     929.816	      14.965	 43.580858	 -73.038202                                                                                                    
	46860	Vernal, UT Micro Area	2	11609285613	56154091	    4482.370	      21.681	 40.125887	-109.517748                                                                                                    
	18880	Crestview-Fort Walton Beach-Destin, FL Metro Area	1	5097057920	916046870	    1967.985	     353.688	 30.641097	 -86.367692                                                                        
	25880	Hillsdale, MI Micro Area	2	1549199572	22938608	     598.149	       8.857	 41.864475	 -84.642409                                                                                                  
	11900	Athens, OH Micro Area	2	1304383717	12463892	     503.625	       4.812	 39.332604	 -82.045844                                                                                                     
	12900	Batesville, AR Micro Area	2	1978630975	19594198	     763.954	       7.565	 35.737499	 -91.559942                                                                                                 
	13900	Bismarck, ND Metro Area	1	13922499393	252946938	    5375.507	      97.663	 46.726594	-100.996096                                                                                                 
	18900	Crossville, TN Micro Area	2	1763849866	9823729	     681.026	       3.793	 35.952398	 -84.994761                                                                                                  
	22900	Fort Smith, AR-OK Metro Area	1	8768726732	226572927	    3385.624	      87.480	 35.195534	 -94.562533                                                                                             
	24900	Greenwood, MS Micro Area	2	3163934365	50147243	    1221.602	      19.362	 33.491305	 -90.113633                                                                                                  
	25900	Hilo, HI Micro Area	2	10433651107	2739477691	    4028.455	    1057.718	 19.597764	-155.502443                                                                                                    
	28900	Klamath Falls, OR Micro Area	2	15387212504	503754829	    5941.036	     194.501	 42.683761	-121.646168                                                                                            
	30900	Logansport, IN Micro Area	2	1067475955	6974424	     412.155	       2.693	 40.753799	 -86.355168                                                                                                  
	35900	North Wilkesboro, NC Micro Area	2	1953561144	6851576	     754.274	       2.645	 36.208883	 -81.166095                                                                                            
	36900	Ottumwa, IA Micro Area	2	2419122194	17733239	     934.028	       6.847	 40.878477	 -92.416412                                                                                                    
	45900	Traverse City, MI Micro Area	2	4379940086	7440196064	    1691.104	    2872.676	 44.952324	 -85.908320                                                                                            
	46900	Vernon, TX Micro Area	2	2514474407	18257915	     970.844	       7.049	 34.084920	 -99.242440                                                                                                     
	48900	Wilmington, NC Metro Area	1	2749022198	516894112	    1061.403	     199.574	 34.426033	 -77.889634                                                                                                
	12940	Baton Rouge, LA Metro Area	1	10429567733	456494780	    4026.879	     176.254	 30.570890	 -91.134533                                                                                              
	16940	Cheyenne, WY Metro Area	1	6956499752	4269804	    2685.920	       1.649	 41.292830	-104.660395                                                                                                    
	20940	El Centro, CA Metro Area	1	10817378445	790204917	    4176.613	     305.100	 33.040814	-115.355400                                                                                                
	23940	Gillette, WY Micro Area	2	12437852902	10357549	    4802.282	       3.999	 44.191999	-105.517014                                                                                                  
	25940	Hilton Head Island-Bluffton-Beaufort, SC Metro Area	1	3189787021	1013139043	    1231.584	     391.175	 32.386792	 -80.830877                                                                     
	27940	Juneau, AK Micro Area	2	6998182120	1429472851	    2702.013	     551.923	 58.372910	-134.178445                                                                                                   
	30940	London, KY Micro Area	2	3258431131	47847303	    1258.087	      18.474	 36.920610	 -84.045368                                                                                                     
	33940	Montrose, CO Micro Area	2	5804077510	4923261	    2240.967	       1.901	 38.407507	-108.266282                                                                                                    
	31940	Marinette, WI-MI Micro Area	2	6328367306	1151919359	    2443.396	     444.759	 45.435279	 -87.769216                                                                                             
	32940	Meridian, MS Micro Area	2	5597984924	37044195	    2161.394	      14.303	 32.410674	 -88.661926                                                                                                   
	36940	Owatonna, MN Micro Area	2	1112775709	6976791	     429.645	       2.694	 44.015261	 -93.220453                                                                                                    
	44940	Sumter, SC Metro Area	1	1722537600	44054050	     665.076	      17.009	 33.916253	 -80.382288                                                                                                     
	40940	Safford, AZ Micro Area	2	11972305015	47705575	    4622.533	      18.419	 32.931828	-109.878310                                                                                                   
	47940	Waterloo-Cedar Falls, IA Metro Area	1	3893008619	28167535	    1503.099	      10.876	 42.536796	 -92.471608                                                                                       
	10980	Alpena, MI Micro Area	2	1481125307	2908714555	     571.866	    1123.061	 44.894954	 -83.426574                                                                                                   
	13980	Blacksburg-Christiansburg-Radford, VA Metro Area	1	3763221779	46075636	    1452.988	      17.790	 37.121364	 -80.531517                                                                          
